id,customer_message,context,expected_intent,expected_intent_source,expected_resolution,should_escalate,should_escalate_source,notes,source_pair_id
g0082,"Hey, : I'm about to throw this Kindle Paperwhite back into a box and return it to you if your customer service reps and content syncing continue to be this flawed and frustrating.",single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),I'm sorry for the recent Kindle trouble. Are you having an issue with content syncing or progress syncing? We'd like to help where we can. ^RR,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021530
g0083,"I bought an Amazon fire tablet a few days ago for £80, the price is now £50. Are you doing the same deal as and honouring reduced prices? If not i’ll return it and get one elsewhere.",single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),"Hello, we are unable to provide any price match. If you wish to return the item, you can visit the returns center here:http: ^CR",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p007343
g0084,Called them a 1000 times..also wrote a mail to mr.Amit..still no reply.. I'm fed up now and want the refund as soon as possible..pls revert,single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),I'm sorry to know about this. Click here: and do the needful so we can find a fix. ^MP,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p000896
g0085,I want my money back you are a chor company,single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),Could you please tell us what went wrong? ^HN,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p013697
g0086,"am fed up of ur automated email replies, ur Customer Service associate r sleeping for 13 dys and have no clue where my refund is.",single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),We have responded to your concern here: ^SQ,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021348
g0087,I placed a return request for another item today but I wasn't allowed to change the bank account for refund,single-turn (no multi-turn thread reconstructed - see README limitations),refund_return,heuristic_ruleset (not human-verified),You can use the shared below to reach out to our support team. They will help you sort this. ^CB,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016668
g0088,"#Suffering frm last 7 days, without any fault. Due to technical glitch/wrong info by Sorry to say but such service was not expected",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),"We'd like to assist you, could you please let us know what went wrong from our end? ^AM",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p012044
g0089,"trying to download a movie, about to be out of Wi-Fi access. Error code: disk-_IO_error",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),Sorry for the inconvenience! What device are you attempting to download with? ^JE,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019038
g0090,"No new update listed. No error message, my music will start to skip then the app will crash.",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),"Please try uninstalling and reinstalling the app, then rebooting your phone to see if that helps. Keep us posted. ^CE",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015620
g0091,oi amada como q faz pra falar com a galera do Prime Video no BR?,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),"Oi, o que precisa falar? Talvez nós podemos dar uma ajudada. :) ^JD",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019487
g0092,I am enjoying Amazon prime Video on my iPad and phone I think it will be a great experience watching movies on big screen with fire stick,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),Good choice. You can check here: for more details about Fire TV stick. ^VN,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p018834
g0093,"The home screen won’t load and the voice search takes 10 seconds to start. Even when I get it to load and movies to play, they stutter and click and pop. It’s sitting 4 feet from my router on a perfectly stable 60 MB/down connection. Underpowered, too little RAM. Flawed device.",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),We're happy to troubleshoot this with you in real-time. Please reach us here: at your earliest convenience. ^EZ,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p006164
g0094,"Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),That's a great question! You can learn more on how to turn on Audio Descriptions here: ^SE,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p000495
g0095,Yes I just updated and I still cannot watch anything. Continuous buffering. The audio plays for 3 secs then everything freezes and no sound,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),Are you using an Android or iOS device? Give these steps a try: Let us know how this helps! ^MB,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016075
g0096,the stream had issues regardless of device used. Took some time but then the stream stopped buffering. This has happened last game as well.,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),Hi- Can you report this to us directly via: Thank you. ^NV,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p017520
g0097,glad I can watch Thursday night football with prime. But please address the quality and consistency with your streaming service when it comes to live football. Thank you.,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),I'm sorry for the streaming trouble. Please be sure to submit feedback regarding the issues you've had: ^AN,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021755
g0098,"how come every time I click on a program within prime video, it's says it's not available in my location. Infuriating!",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),I'm sorry to hear this. Let us know if you're still seeing that same message here: ^LI,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016862
g0099,Hi - when are you going to fix your 'glitch' that is stopping your sellers getting paid? Its been 3 days now.,single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),Sorry to hear this. Have you contacted seller central about this? What did they advise? ^PK,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p001560
g0100,"how can i purchase Redmi 4A(16 GB) from your website. Every time i add it to my cart , it shows me some error message",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),could you help us with the error you are getting when placing the order? 2/2 ^MJ,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016517
g0101,"Hi, I wanted to sign up for a 7 days free trial, for Prime Video, but i got charged 3 euro, even though it said it was free",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),I'm sorry to hear about the charge! Please reach out to us here: for more assistance with this. ^TK,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019147
g0102,"Is Amazon Prime Video down in India? For last 5-6 hour I am getting the message: ""UNABLE TO CONNECT""",single-turn (no multi-turn thread reconstructed - see README limitations),app_website_technical,heuristic_ruleset (not human-verified),"That's strange &amp; we are sorry for the trouble, have you reported this to our support team here: ^MJ",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p009425
g0103,The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),Please provide your details here: &amp; we'll reach out to you again &amp; assist you with your concern.^SF,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p000849
g0104,"It's okay: customer rep on the phone has terrible job/gets paid pennies, so I don't want her in trouble. I was just annoyed temporarily.",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),What info was provided while on the phone? Did we ask you to wait until a certain date before we explore more options? ^RA,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p010804
g0105,i wanted people to know how irresponsible and pathetic your service is. How you make fool of customers.,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),We're sorry for the inconvenience. We're working on your issue through the DM. Kindly check the same for more information. ^ZH,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021837
g0106,Nothing. I was waiting for a reply. I've got someone else on chat now. Pretty frustrating,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"Apologies, please keep us updated. ^JJ",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p010454
g0107,I completely give up your new in android app chat support is useless and the agents are rude,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"Oh no! That's not the experience we want you to have! Without posting personal/account information, can you tell us more about the issue? What options have we been able to provide so far? ^BN",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p006731
g0108,I have already filled the details.. Don't try to be ignorant.... This is just pathetic... Sir pls look at the audacity of ur team,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),Please share the details again from the link shared above and we will assist accordingly. ^HR,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p010493
g0109,"this was a birthday present for my son who's birthday is this weekend. I don't appreciate having the phone put down on me, it is highly rude and if your staff can't deal with complaints i suggest they find another job",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"I'm sorry about this Chloe. Please be sure to send the feedback survey you should have received after the call. If you haven't received the order by the 2nd, please contact us so that we can help with the refund.^PJ",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p004881
g0110,"U can do nothing, just useless to say anything about my problem",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),I request you to please share your details in the link and we'll see what best we can do for you. ^NR,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p017985
g0111,Can we all just agree to teh fact that has the worst possible interface for it's prime offering. Absolutely ludicrous.,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"That's quite a remark. We'd like to help, could you let us know what went wrong? ^MA",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019132
g0112,This is unbelievably frustrating. I've now contacted three different times and I've been getting the run around.,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"Oh! Have you tried to reach us by phone: for real-time assistance, Eliza? Keep us posted! ^FR",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p011636
g0113,Chat support gave me an email address and phone option. That's not the point why have chat support if they are rude and untrained?,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"I'm sorry about the poor experience with the Chat agent. Did you use the feedback option after the Chat to report this? Please contact us again via chat, phone or email: ^MI",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p006732
g0114,driver didn't ring the bell called customer service and member of staff name Diviya was so rude. unhelpful and seems frustrated,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),I'm sorry for the poor experience! We'd like to make sure this is looked into. Please provide details: ^WJ,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p018027
g0115,you are losing your sheen.. Pathetic delivey.. Delayed like anything. better anyday,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),here: we'll get back to you soon. (2/2)^AP,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016915
g0116,"Again bad or say worst reply from AMAZON!! Why dont you check your faults...made complaint on 29th sept, still same disgusting response!!",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"We apologize for the trail. If your aren't satisfied with the reply, you can choose to write back to our e-mail. ^CB",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p012723
g0117,"Ok Black friday, you can go and do one now! I'm properly fed up with the amount of junk emails I've recived about this... and are among the worst offenders...",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),You can unsubscribe from e-mails here: ^AF,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p008896
g0118,"You always send this useless link whenever someone complain, this links are never helps to anyone. #donttrustazon",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),Apologies for the trouble Mukesh. Please share your details and we'll check this for you. ^HN,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021057
g0119,very poor and pathetic service from Amazon. Used product sent. And Packing too weak and below ordinary,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),This is unacceptable indeed. Did you report this to our customer service team here: (1/2) ^SI,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p017056
g0120,Hi there! You send me emails advertising products I may like and put a lot of advertisements on pages and it gets frustrating because [1/2],single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"Hi! In order to unsubscribe from marketing e-mails, please visit us here: ^WT",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015600
g0121,idk why I pay for prime anymore... my packages haven’t been coming in two days &amp; even tho I specified to leave items on the porch they keep throwing my packages on the lawn or in the flower bed. Unacceptable.,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),"Are you noticing this trend with a specific carrier? We'd like to help, but need more information! ^MT",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p005089
g0122,Once yesterday once after getting that disgusting sms.They are on auto mode when answering ! Useless,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),I'd personally like to look into this. Kindly share your details here: and we'll look into this. ^GK,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019636
g0123,You have the absolutely worst over the phone customer service that I have ever had the displeasure of dealing with.,single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),I'm sorry we've let you down. Can you provide some more details without providing any account information? ^CH,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p009700
g0124,"What kind of pathetic service is this, how tough it is to get in touch with the customer proactively ?",single-turn (no multi-turn thread reconstructed - see README limitations),general_complaint,heuristic_ruleset (not human-verified),You might have received an email from us. Please check for info. ^HA,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021704
g0125,I can't log in to that link. It says my password is incorrect. Should I try resetting the password again?,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"No, just choose 'skip sign in'. ^JF",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016869
g0126,My Amazon password works but Kindle doesn't recognize it!,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),We'd love to lend a hand with this. Please use the link provided by ^GL to contact us for assistance. ^MB,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p011677
g0127,Received an email from account specialist - reset password to get back in. Reset password and still getting password incorrect.,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"Hey, please respond to the email from our Account Specialists. If the issue persists reach out - ^TP",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p010044
g0128,"Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Can you try to change your password? ^AS,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p000933
g0129,I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"Apologies for the hassle. As the account is on hold, you should have received an email from our specialist team. ^HN",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p001378
g0130,"How should I do this? I can't log into my account! Don't you get it?! I reset my password, but the new password is also incorrect.",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"Apologies, please click on this link not requiring you to sign in instead: ^BD",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p007897
g0131,"I'm having problem with my app! Keeps telling me password wrong, &amp; I change then same again - help please!",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),We're here to help! Are you also having trouble signing in on our website? Have you reinstalled the app recently? ^CS,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021560
g0132,"hii,i need u help.. why my account is locked after i checkout?",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Sorry for the trouble with your account. Have you received an e-mail from an Account Specialist regarding your account? ^CO,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015436
g0133,What is this can unlock my account?,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),This is a link to reach us directly so that we may work together to resolve your account login issues. ^JE,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015434
g0134,"OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Hi. If you get in touch: we'll be happy to look into this with you. ^DC,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p000927
g0135,I still cannot log in. Nobody has contacted me,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"Sorry to hear that, please call us on the number found here: to report this. ^JJ",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p013977
g0136,I can't sign on to my account. When I ask for a password reset no email comes with a code. Help!!,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Oh no! Have you checked your spam/junk folders? ^BA,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p009699
g0137,"Great sale started on Amazon today, if you login into the sites you can save up to 60%,But you can save 100% if you don't login 😂",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),I sense you're not happy with our services. Could you please tell what went wrong ? ^HT,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p013070
g0138,same when I log in there,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"OK, contact us here: we'll help you out ^AS",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016855
g0139,When won’t let you log in or change your password so you can’t add anything to your lists 😒😒😒,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),I'm sorry for the trouble! We'd like to help if we can. Please contact us here so we can assist you: ^MO,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p006838
g0140,Can you help me to unlock my account?,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),We cannot access your account with Twitter so please reach out to us by phone or e-mail here:,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015432
g0141,"No. That is the problem. The last I received is about my order. I tried reset my password couple times, but it didn't help",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"Thanks for the update! We'd be happy to help, can you let us know which site you're using ( Amazon.cn, etc.)? ^GS",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p007899
g0142,Help - can't access my account and verification codes are not coming through to my email. no phone numbers anyway and contact on site only possible through log in,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),We'd like to help! Please reach out to us here: so we can look into this with you. ^ZW,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p008555
g0143,I can't log in to my account to even do that. That's the issue. I have Zero access cause it's been hacked.,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),"No problem, Heather! Below the Sign In button there is the option to Skip Sign In. Click on that since you don't have access.",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p001440
g0144,"Haha! Link requires me to log in to do anything :-P Already sent an email of sorts, but thank you for trying to help. I appreciate it!",single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),You can contact via this link if you don't have access: Keep us posted when you hear back to your message. Thank you. ^NV,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p003455
g0145,I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing.,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Have you checked your junk/spam folders to make sure the e-mails aren't getting filtered out? ^MJ,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p001439
g0146,Trying to reset my password because I don't remember it and the code isn't coming through. Have tried 3 times!! Not in my junk folder either.,single-turn (no multi-turn thread reconstructed - see README limitations),account_access,heuristic_ruleset (not human-verified),Is the email address you are accessing the same as the one you registered your Amazon account with?^SM,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p003814
g0147,you charged me for prime and i never authorized anything haha?,single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),"We're here to help! As long as no benefits have been used, you may refund your membership here: ^JE",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021754
g0148,"Nope, I made the order then found out the address was wrong so I cancelled it in less than 5 minuets! I received a bank notification the money was deducted! Still haven’t got back!",single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),Was the order confirmed as dispatched before you canceled the order? Which site did you place your order or? ^NV,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p002986
g0149,"The billing address was the issue, I have a weird address some sites don't register well which is normally fixed by adding or removing the start of it. It just woulda been easier if I was told a few days ago instead of a last minute email.",single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),Have you raised this address issue directly with us before? If so what were you advised by the associate?^SM,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p003118
g0150,"Pretending to be amazon. Sending me an invoice for my prime subscription (I don't have prime, have checked my account, definitely don't!)",single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),You can report the email here: ^CD,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016662
g0151,"Yes, received an email asking me to respond with correct billing address. Did respond to it, but they do not seem to accept incoming emails",single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),"How did they request that the information be sent, was it requested via fax? ^JE",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p021630
g0152,Help me with completing an order during a flash sale? The order is at the processing stage but the payment didn't go through..,single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),Kindly get in touch with us here: and we’ll be glad to help you. ^AG,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p012904
g0153,I have already send a photo of order invoice,single-turn (no multi-turn thread reconstructed - see README limitations),payment_billing,heuristic_ruleset (not human-verified),us your details through the link provided above and we shall get back to you. 2/2 ^SH,true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019851
g0154,You just told me that it isn't available in Canada.,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),"I'm sorry for the conflicting information! Due to NFL licensing restrictions, we're unable to offer football in Canada. ^JN",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p016073
g0155,"Podiam voltar com a promoção do box Mistborn, não consegui comprar antes :(",single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),"Olá Eduarda, sugiro continuar de olho no site. Assim que tivermos informação da promoção, será anunciada lá ou nas redes sociais. ^LG",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p008976
g0156,"It was not closed,I was standing in front of supervisor,said Amazon strictly tells to leave packages outside if no one is there",single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),I'm sorry for the poor experience. I hope we can provide a better experience in the future. ^WT,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p015966
g0157,dear amazon the mobile price of redmi 4 is 10999 and u gave 14% discount then it should be -1539.86 Then 10999-1540 =9460,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),"Appreciate you flagging this, I've forwarded it to the concerned team for review. ^HA",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p010425
g0158,First fix the price of all your product,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),Did you happen to reach out to our support team using the link shared by my colleague. ^CB,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p014061
g0159,Want to buy 10 or E with exchange but exchange is not available in my PIN code is there is other way I really want this,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),"I understand your concern, please contact us here: so that we can assist you accordingly. ^SP",true,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p012470
g0160,"I just saw an ad for it being on Amazon Prime, looked like a Prime Origional. Was it on Prime in Canada before? Will it be available in Canada soon?",single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),I'm so sorry that we don't have any additional information. Any updates will be listed on our website. Be sure to keep a look out! ^JO,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p006307
g0161,Your Press Release states it is available in US UK DE!?,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),Sorry about the multi-room play issues! Have you checked out these troubleshooting steps here: ^TR,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p011737
g0162,I want to buy mi wrist band for health count it is priced at inr1200 approx I HV a inr 500 promo code will it be applicable,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),"Yes, if you have amazon promo, you could use it for the payment. ^ST",false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p009972
g0163,Fix this the price of laptop,single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),Thanks for bringing this to our notice. We're working on this issue currently. ^ZH,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p011052
g0164,"When it's mentioned an amount in lightning deal, on check out it mentions something else. when I go back , it shows again the discount",single-turn (no multi-turn thread reconstructed - see README limitations),product_inquiry,heuristic_ruleset (not human-verified),you add the item to your cart from the product detail page.A timer will show how long you have to claim the discount. 2/2^EM,false,heuristic_rule (not human-verified),auto-generated example; expected_intent and should_escalate are pending human review,p019509
