pair_id,customer_tweet_id,customer_id,customer_text_raw,agent_tweet_id,agent_text_raw,agent_created_at,customer_text,agent_text,is_english,intent,label_source
p006787,130327,145394,"@115850 Please enable these 2 skills of Echo for India. We are struggling to link smart home devices with Alexa. Hope your give serious concern to this. We did not buy Echo just as voice command speakers. ""Broadlink Remote Control' &amp; ""Auto Voice"" we need enabled.",130325,@145394 Thank you flagging it. I have forwarded your feedback for a review internally. ^SI,Fri Nov 24 06:28:00 +0000 2017,"Please enable these 2 skills of Echo for India. We are struggling to link smart home devices with Alexa. Hope your give serious concern to this. We did not buy Echo just as voice command speakers. ""Broadlink Remote Control' &amp; ""Auto Voice"" we need enabled.",Thank you flagging it. I have forwarded your feedback for a review internally. ^SI,true,other_unclear,heuristic_ruleset
p006788,130326,145394,@AmazonHelp Thank you. hope it is considered. Is there any other escalation mechanism.,130328,@145394 We'll have your feedback forwarded to our team internally. ^GK,Fri Nov 24 07:32:00 +0000 2017,Thank you. hope it is considered. Is there any other escalation mechanism.,We'll have your feedback forwarded to our team internally. ^GK,true,other_unclear,heuristic_ruleset
p006789,130329,145394,@AmazonHelp what happened to my feedback...,130330,@145394 I understand the importance of the skills you've mentioned for Echo. We've forwarded your feedback to our team internally for a review. ^MO,Sat Nov 25 17:35:32 +0000 2017,what happened to my feedback...,I understand the importance of the skills you've mentioned for Echo. We've forwarded your feedback to our team internally for a review. ^MO,true,other_unclear,heuristic_ruleset
p006790,130332,145395,"@115850 still waiting for my to delivered. Ordered same in Oct 12 also I have paid to for &amp; 2dy is 24 Nov.. Now it's more dn a month also I am trying to reach your customer care as well.nt gtng ny response from the them as well.
Order ID:- 4__credit_card__. Please revert asap.",130331,"@145395 Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ Appreciate your understanding. 2/2  ^EM",Fri Nov 24 06:24:56 +0000 2017,still waiting for my to delivered. Ordered same in Oct 12 also I have paid to for &amp; 2dy is 24 Nov.. Now it's more dn a month also I am trying to reach your customer care as well.nt gtng ny response from the them as well. Order ID:- 4__credit_card__. Please revert asap.,"Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ Appreciate your understanding. 2/2 ^EM",true,order_status_delivery,heuristic_ruleset
p006791,130335,145396,"@115821 YOUR  COURIER AGENT  AT SURAT, GUJARAT, INDIA  DID'T FIND MY ADDRESS.  CHANGE HIM  AS SOON AS  POSSIBLE.  R  MY  RESIDENCE AT  MOON?  Y  HE DID'T  TRACK  ME?",130334,@145396 We've responded to your query here: https://t.co/2aH0eFlr99 Kindly check. ^SY,Fri Nov 24 06:24:27 +0000 2017,"YOUR COURIER AGENT AT SURAT, GUJARAT, INDIA DID'T FIND MY ADDRESS. CHANGE HIM AS SOON AS POSSIBLE. R MY RESIDENCE AT MOON? Y HE DID'T TRACK ME?",We've responded to your query here: Kindly check. ^SY,true,order_status_delivery,heuristic_ruleset
p006792,130336,145395,@AmazonHelp Submitted with my query on your link. Please resolve my problem on priority.,130338,@145395 It seems like we haven't received your details yet. Kindly share your details from your registered Amazon account through the link provided earlier and we'll get back to you soon with an appropriate resolution. ^SY,Fri Nov 24 07:07:57 +0000 2017,Submitted with my query on your link. Please resolve my problem on priority.,It seems like we haven't received your details yet. Kindly share your details from your registered Amazon account through the link provided earlier and we'll get back to you soon with an appropriate resolution. ^SY,true,other_unclear,heuristic_ruleset
p006793,130337,145395,@AmazonHelp Please find the screen shot confirmation massage from Amazon.. https://t.co/sadww2yjh6,130339,"@145395 Thank you for confirming, we'll look into it and get back to you soon with an update. ^SI",Fri Nov 24 08:14:26 +0000 2017,Please find the screen shot confirmation massage from Amazon..,"Thank you for confirming, we'll look into it and get back to you soon with an update. ^SI",true,other_unclear,heuristic_ruleset
p006794,130340,145395,@AmazonHelp Waiting for your revert.. Not expected this type of service from you.. You don't have any courtesy to call your customer and update on status of my order.. Very bad experience from your regular customer..,130341,"@145395 I realize you're upset. We'd want to fix this too, Sunil. However, we're unable to move forward with your concern until you write to us using your registered email address, the same using which the order was placed. Please do the needful. ^JC",Fri Nov 24 11:09:26 +0000 2017,Waiting for your revert.. Not expected this type of service from you.. You don't have any courtesy to call your customer and update on status of my order.. Very bad experience from your regular customer..,"I realize you're upset. We'd want to fix this too, Sunil. However, we're unable to move forward with your concern until you write to us using your registered email address, the same using which the order was placed. Please do the needful. ^JC",true,other_unclear,heuristic_ruleset
p006795,130342,145395,@AmazonHelp __email__.. Now you are asking for registered mail id from where I ordered. Anyway please update now..,130343,"@145395 Please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. We're unable to access the details over this medium, Sunil. Please use the secured link provided earlier to share details directly. ^JC",Fri Nov 24 11:28:00 +0000 2017,__email__.. Now you are asking for registered mail id from where I ordered. Anyway please update now..,"Please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. We're unable to access the details over this medium, Sunil. Please use the secured link provided earlier to share details directly. ^JC",true,other_unclear,heuristic_ruleset
p006796,130344,145395,@AmazonHelp Boss have shared my details in your link twice.. What you have provided..I t seems you guys are not having any details on my order.  For that reason from morning ypu guys are playing with me.. Not expected this type of customer service from your end..,130345,@145395 I'm sorry for the miscommunication. Our team has sent a correspondence to your registered email address. Kindly check for the same and reply to the email accordingly. ^AP,Fri Nov 24 11:56:00 +0000 2017,Boss have shared my details in your link twice.. What you have provided..I t seems you guys are not having any details on my order. For that reason from morning ypu guys are playing with me.. Not expected this type of customer service from your end..,I'm sorry for the miscommunication. Our team has sent a correspondence to your registered email address. Kindly check for the same and reply to the email accordingly. ^AP,true,other_unclear,heuristic_ruleset
p006797,130346,145395,@AmazonHelp Still i am waiting for your revert.  Have no clue why you are guys are talking so much of time to deliver. If you guys are not able to deliver kindly refund my money. Please update me on priority.. Have shared all details in link along with my concern..,130347,"@145395 I get your disappointment, Sunil. We have responded to your query here: https://t.co/QxWoyTGrO3. Request you to check and respond for further assistance. ^NK",Mon Nov 27 12:45:30 +0000 2017,Still i am waiting for your revert. Have no clue why you are guys are talking so much of time to deliver. If you guys are not able to deliver kindly refund my money. Please update me on priority.. Have shared all details in link along with my concern..,"I get your disappointment, Sunil. We have responded to your query here: Request you to check and respond for further assistance. ^NK",true,order_status_delivery,heuristic_ruleset
p006798,130348,145395,@AmazonHelp There is such mail from your. Only one mail I have received from your end on 26th asking for feedback. When I have not received your product how can you ask for feedback.. Please call me if possible to sort out this issue. Waiting for your revert,130349,@145395 Could you please confirm if you've received the email from our social media team? ^HS,Mon Nov 27 13:15:50 +0000 2017,There is such mail from your. Only one mail I have received from your end on 26th asking for feedback. When I have not received your product how can you ask for feedback.. Please call me if possible to sort out this issue. Waiting for your revert,Could you please confirm if you've received the email from our social media team? ^HS,true,other_unclear,heuristic_ruleset
p006799,130350,145395,@AmazonHelp Not yet.. Have to time to do tweet number times please let me know by when you can deliver my product.. Have already shared my order number. Please do the needful.,130351,"@145395 That's strange, Sunil. Could you confirm If your email ID is associated to your Amazon account? If not, please add it here: https://t.co/lgvGaY1cMC and fill the form again so that we can help you out accordingly. Appreciate your understanding. ^NK",Mon Nov 27 13:39:00 +0000 2017,Not yet.. Have to time to do tweet number times please let me know by when you can deliver my product.. Have already shared my order number. Please do the needful.,"That's strange, Sunil. Could you confirm If your email ID is associated to your Amazon account? If not, please add it here: and fill the form again so that we can help you out accordingly. Appreciate your understanding. ^NK",true,order_status_delivery,heuristic_ruleset
p006800,130353,145395,@AmazonHelp Email is registered with Amazon is __email__.. Please understand my concern it's more than a month I have this product.. It should not take this much of time.. While ordering you have showed it will take 15 days but still i am waiting for my product..,130354,@145395 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2 ^NK,Mon Nov 27 15:13:00 +0000 2017,Email is registered with Amazon is __email__.. Please understand my concern it's more than a month I have this product.. It should not take this much of time.. While ordering you have showed it will take 15 days but still i am waiting for my product..,Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2 ^NK,true,other_unclear,heuristic_ruleset
p006801,130356,145395,"@AmazonHelp @115830 @115851 Dear Sir, Please look into my problem. I hv order one product in 12th Oct &amp; today is 27th Nov have not received my product as on date. Also I am not gtng ny response 4m customer service team as well. I am asking only one question when I can expect my product.",130358,"@145395 Could you please let us know, if you've filled in your details from the account which has the order? ^PJ",Mon Nov 27 16:23:28 +0000 2017,"Dear Sir, Please look into my problem. I hv order one product in 12th Oct &amp; today is 27th Nov have not received my product as on date. Also I am not gtng ny response 4m customer service team as well. I am asking only one question when I can expect my product.","Could you please let us know, if you've filled in your details from the account which has the order? ^PJ",true,other_unclear,heuristic_ruleset
p006802,130360,145395,@AmazonHelp I have not received my product as of now but you guys are asking for my experience.. Here I am fighting for my and you are asking for my experience.. https://t.co/fGMhgnnrae,130361,"@145395 I understand your concern. This is a automated email. You may share your feedback, once you've received your order. Please do keep us posted for any further assistance. ^SV",Mon Nov 27 18:12:56 +0000 2017,I have not received my product as of now but you guys are asking for my experience.. Here I am fighting for my and you are asking for my experience..,"I understand your concern. This is a automated email. You may share your feedback, once you've received your order. Please do keep us posted for any further assistance. ^SV",true,other_unclear,heuristic_ruleset
p006803,130362,145395,@AmazonHelp But Sir please let me know when I will receive my product??? Am asking a simple question from past two days but I have no clue why no one is ready to give any replay on this.. Please revert me the exact date.. I am not asking more than this..,130363,@145395 I understand your concern about the delivery of your order. Please reply to the correspondence we've sent to your registered email id. We'll check your details and help you further accordingly. ^SV,Mon Nov 27 18:35:00 +0000 2017,But Sir please let me know when I will receive my product??? Am asking a simple question from past two days but I have no clue why no one is ready to give any replay on this.. Please revert me the exact date.. I am not asking more than this..,I understand your concern about the delivery of your order. Please reply to the correspondence we've sent to your registered email id. We'll check your details and help you further accordingly. ^SV,true,other_unclear,heuristic_ruleset
p006807,130374,145399,@AmazonHelp I ordered Baidyanath ghee attached order details FYR. Please correct the price in your website and refund me the difference amount. https://t.co/ricDOvrhlN,130373,"@145399 Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. 2/2 ^AP",Fri Nov 24 06:21:53 +0000 2017,I ordered Baidyanath ghee attached order details FYR. Please correct the price in your website and refund me the difference amount.,"Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. 2/2 ^AP",true,refund_return,heuristic_ruleset
p006808,130378,144285,@115850 I am ready for the new view I bought one plus 5 it's one month old what will do for that so kindly exchange my old one plus 5 and I can buy new one plus 5T with better price.,130377,@144285 The list of used products accepted under the Exchange Offer program is dependent on our exchange partners and hence is dynamic. Please refer here: https://t.co/pF7XoNG2HB for more information on exchange. ^AP,Fri Nov 24 06:19:28 +0000 2017,I am ready for the new view I bought one plus 5 it's one month old what will do for that so kindly exchange my old one plus 5 and I can buy new one plus 5T with better price.,The list of used products accepted under the Exchange Offer program is dependent on our exchange partners and hence is dynamic. Please refer here: for more information on exchange. ^AP,true,other_unclear,heuristic_ruleset
p006809,130380,145396,"VERY  VERY POOR  SERVICE  BY @7527  AND  ITS  COURIER  AT SURAT, GUJARAT. I COMPLAINT  AGAINST   AT  NATIONAL CONSUMER  COURT AS  U  FIND  GUILTY.  I  DIDN'T  RECEIVE  MY ORDER. CLOSE UP  THE  SERVICE  @115821 .",130379,@145396 Sorry to know that you haven't received your order. Kindly report this to our support team here: https://t.co/hITbmQzz2y &amp; we'll get it checked. I've noted your comments regarding the courier services and have forwarded your feedback internally to be worked upon. ^SY,Fri Nov 24 06:18:27 +0000 2017,"VERY VERY POOR SERVICE BY AND ITS COURIER AT SURAT, GUJARAT. I COMPLAINT AGAINST AT NATIONAL CONSUMER COURT AS U FIND GUILTY. I DIDN'T RECEIVE MY ORDER. CLOSE UP THE SERVICE .",Sorry to know that you haven't received your order. Kindly report this to our support team here: &amp; we'll get it checked. I've noted your comments regarding the courier services and have forwarded your feedback internally to be worked upon. ^SY,true,other_unclear,heuristic_ruleset
p006811,130384,145401,@AmazonHelp  how long can a pending psn plus code take ? this has also been my first purchase on amazon.,130383,@145401 I'm sorry for the delay. Digital orders can take up to four hours to process. Once the order is complete you'll receive a confirmation e-mail. ^LR,Fri Nov 24 06:17:49 +0000 2017,how long can a pending psn plus code take ? this has also been my first purchase on amazon.,I'm sorry for the delay. Digital orders can take up to four hours to process. Once the order is complete you'll receive a confirmation e-mail. ^LR,true,other_unclear,heuristic_ruleset
p006812,130386,145402,"@AmazonHelp  Order# 406-6151795-4450720 was never receive by me. and on the order tracking page , it is showing that it is delivered to me. Also signed by me.",130385,"@145402 I'm sorry you've not received the order. Please report it to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and help you out. 
Also, please don't provide your order details, as we consider it to be personal information. ^AP",Fri Nov 24 06:16:00 +0000 2017,"Order# 406-6151795-4450720 was never receive by me. and on the order tracking page , it is showing that it is delivered to me. Also signed by me.","I'm sorry you've not received the order. Please report it to our support team here: we'll look into it and help you out. Also, please don't provide your order details, as we consider it to be personal information. ^AP",true,order_status_delivery,heuristic_ruleset
p006814,130747,145514,1/ @115850 Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email: http://t.co/6YtfYm0aLN,130745,@145514 Our customers' security is our utmost important concern &amp; we take all necessary steps to safe guard their info. I assure you. ^AN,Fri Jul 17 14:36:17 +0000 2015,1/ Are you guys leaking email ids of user who applied for Amazon BTS offer?My bro got this spam email:,Our customers' security is our utmost important concern &amp; we take all necessary steps to safe guard their info. I assure you. ^AN,true,other_unclear,heuristic_ruleset
p006815,130750,145516,"@115821 Hey, I ordered my $20 @2293 gift card from you on Oct. 30th, &amp; it's STILL not fulfilled yet. Still says ""out of stock."" Who's fault here, Valve or Amazon? Can I just get it sent to me, please? It's a card, guys, not a yacht. Thanks. :)",130749,"@145516 I'm sorry your item is out of stock! If you've already placed an order, we'll send an e-mail as soon as we have more information. You can find out more about item availability here: https://t.co/2LLnaQIehT. I hope this helps! ^BN",Fri Nov 24 07:11:29 +0000 2017,"Hey, I ordered my $20 gift card from you on Oct. 30th, &amp; it's STILL not fulfilled yet. Still says ""out of stock."" Who's fault here, Valve or Amazon? Can I just get it sent to me, please? It's a card, guys, not a yacht. Thanks. :)","I'm sorry your item is out of stock! If you've already placed an order, we'll send an e-mail as soon as we have more information. You can find out more about item availability here: I hope this helps! ^BN",true,other_unclear,heuristic_ruleset
p006816,130752,145517,I finally go to order a switch and @115830 is messing me around.,130751,"@145517 Without providing any personal information, can you let us know what has happened? ^KI",Fri Nov 24 07:11:29 +0000 2017,I finally go to order a switch and is messing me around.,"Without providing any personal information, can you let us know what has happened? ^KI",true,other_unclear,heuristic_ruleset
p006818,130757,145519,Lenovo Z2 Plus (Black) Please do not buy this product specially from @115850. They just sell and trap customer. Very poor experience.,130755,"@145519 That's quite a comment, Gautam! Could you tell us if any of your concerns went unattended so that we can assist you accordingly? ^SF",Fri Nov 24 07:09:56 +0000 2017,Lenovo Z2 Plus (Black) Please do not buy this product specially from . They just sell and trap customer. Very poor experience.,"That's quite a comment, Gautam! Could you tell us if any of your concerns went unattended so that we can assist you accordingly? ^SF",true,other_unclear,heuristic_ruleset
p006819,130756,145519,"@AmazonHelp Please refer my order no.408-2697272-2442750 on dated 05-Nov-2017 for Lenovo Z2 Plus (Black).
408-3995432-7517924 on dated 12-Nov-2017 1. The mobile was over-heating 
2. The Battery back-up is poor. Lost 100% charges within 4hrs. without any use. Need Refund",130758,"@145519 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^SY",Fri Nov 24 09:19:51 +0000 2017,Please refer my order no.408-2697272-2442750 on dated 05-Nov-2017 for Lenovo Z2 Plus (Black). 408-3995432-7517924 on dated 12-Nov-2017 1. The mobile was over-heating 2. The Battery back-up is poor. Lost 100% charges within 4hrs. without any use. Need Refund,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^SY",true,refund_return,heuristic_ruleset
p006825,130778,145524,@115850 @115821 Is it really that tough to give a stupid cash back....pathetic service....didn't received a cash back even after 6 months...contacted amazon india but no resolution till now...they say different thing everytime..didn't expected this from amzon for a cash back,130776,@145524 Sorry to know you've not received cashback. Please reach us from here: https://t.co/rS49hgaADF we'll check your details and help you with your concern.^AR,Fri Nov 24 07:08:24 +0000 2017,Is it really that tough to give a stupid cash back....pathetic service....didn't received a cash back even after 6 months...contacted amazon india but no resolution till now...they say different thing everytime..didn't expected this from amzon for a cash back,Sorry to know you've not received cashback. Please reach us from here: we'll check your details and help you with your concern.^AR,true,general_complaint,heuristic_ruleset
p006827,130783,145526,Amazon keeps fucking cancelling my order. Doesn’t even tell me why,130781,"@145526 Hi Emi, is there a particular item that you're trying to order?^PJ",Fri Nov 24 07:05:36 +0000 2017,Amazon keeps fucking cancelling my order. Doesn’t even tell me why,"Hi Emi, is there a particular item that you're trying to order?^PJ",true,other_unclear,heuristic_ruleset
p006828,130782,145526,@AmazonHelp Keep placing order for these 3 items and then I refresh and then it cancels the order https://t.co/FF6hP9pwub,130784,@145526 I'm sorry to hear of this. Did you get an e-mail advising why the order was canceled? ^KI,Fri Nov 24 07:16:00 +0000 2017,Keep placing order for these 3 items and then I refresh and then it cancels the order,I'm sorry to hear of this. Did you get an e-mail advising why the order was canceled? ^KI,true,other_unclear,heuristic_ruleset
p006829,130787,145527,@115850  poor service..i sent many messages regarding to my issue but still it can't solve my problem..,130785,"@145527 Sorry about your recent experiences, Neel. Could you please let us know what went wrong? ^SY",Fri Nov 24 07:05:36 +0000 2017,poor service..i sent many messages regarding to my issue but still it can't solve my problem..,"Sorry about your recent experiences, Neel. Could you please let us know what went wrong? ^SY",true,other_unclear,heuristic_ruleset
p006830,130790,145528,@145529 @115850 . @AmazonHelp @115850 I was provided tha contact number 5632156987 by @145529 but I am unsuccessful in reaching out. When contacted there 3 beeps &amp; then it goes blank. @115850 @AmazonHelp you may yourself try and check it out. https://t.co/MZwmRHB9Ym,130789,"@145528 Also, please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public. ^SF",Fri Nov 24 07:04:00 +0000 2017,. I was provided tha contact number 5632156987 by but I am unsuccessful in reaching out. When contacted there 3 beeps &amp; then it goes blank. you may yourself try and check it out.,"Also, please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public. ^SF",true,other_unclear,heuristic_ruleset
p006831,130375,145399,"@AmazonHelp But that doesn't mean you can sell the product above MRP, and atleast for the customers who is highlighting the difference should be refunded the difference",130795,@145399 Gift cards can only be used to pay for eligible items; you can learn more about our gift card terms and conditions here: https://t.co/0fNWVeVwDf (3/3) ^GK,Fri Nov 24 07:01:00 +0000 2017,"But that doesn't mean you can sell the product above MRP, and atleast for the customers who is highlighting the difference should be refunded the difference",Gift cards can only be used to pay for eligible items; you can learn more about our gift card terms and conditions here: (3/3) ^GK,true,other_unclear,heuristic_ruleset
p006832,130800,145530,"So I ordered Xanathar's Guide to Everything via @116316 on the 20. , it was to be released on the 21., and hasn't shipped yet?",130799,"@145530 Hi, did you already contact the customer service for taking a look into your order? You can reach my colleagues here: https://t.co/9BaXoa0EHu Regards ^TA",Fri Nov 24 07:01:00 +0000 2017,"So I ordered Xanathar's Guide to Everything via on the 20. , it was to be released on the 21., and hasn't shipped yet?","Hi, did you already contact the customer service for taking a look into your order? You can reach my colleagues here: Regards ^TA",true,order_status_delivery,heuristic_ruleset
p006834,130806,145532,@115830 surely you have a smaller box just for this! I am going to stop using your site if this continues 🙄 #wasteful https://t.co/A0ROYr1GAJ,130804,"@145532 Hello, sorry to hear this. You can submit the packaging feedback form here: https://t.co/fxgZ6hTrFA ^CR",Fri Nov 24 07:00:00 +0000 2017,surely you have a smaller box just for this! I am going to stop using your site if this continues 🙄 #wasteful,"Hello, sorry to hear this. You can submit the packaging feedback form here: ^CR",true,other_unclear,heuristic_ruleset
p006837,130812,145534,"@115850 hello good people of Amazon, my bf ordered a Polaroid camera but ended up paying 5k for a micro-usb cable? https://t.co/va6JAlwpAL",130811,"@145534 Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",Fri Nov 24 06:55:58 +0000 2017,"hello good people of Amazon, my bf ordered a Polaroid camera but ended up paying 5k for a micro-usb cable?","Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",true,other_unclear,heuristic_ruleset
p006838,130815,145535,When @115821 won’t let you log in or change your password so you can’t add anything to your lists 😒😒😒,130814,@145535 I'm sorry for the trouble! We'd like to help if we can. Please contact us here so we can assist you: https://t.co/jzvkhdlrK5 ^MO,Fri Nov 24 06:55:27 +0000 2017,When won’t let you log in or change your password so you can’t add anything to your lists 😒😒😒,I'm sorry for the trouble! We'd like to help if we can. Please contact us here so we can assist you: ^MO,true,account_access,heuristic_ruleset
p006839,130817,145536,@AmazonHelp Not getting any help for the refund. There are 5 items pending for the refund. How can I solve it?,130816,@145536 I'm sorry you've not received the refund yet. Please share your details here: https://t.co/beaaDm0muc we'll look into it and reach out to you soon. ^AP,Fri Nov 24 06:52:55 +0000 2017,Not getting any help for the refund. There are 5 items pending for the refund. How can I solve it?,I'm sorry you've not received the refund yet. Please share your details here: we'll look into it and reach out to you soon. ^AP,true,refund_return,heuristic_ruleset
p006840,130819,145536,@115850  Can you please call me on 9980131010,130818,"@145536 Kindly get in touch with us here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. Please don't provide your account details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AU",Wed Nov 22 07:24:27 +0000 2017,Can you please call me on 9980131010,"Kindly get in touch with us here: and we'll assist you accordingly. Please don't provide your account details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AU",true,other_unclear,heuristic_ruleset
p006841,130821,145537,@116875 Como Funciona? Me Puede Enviar El Enlace a Mi Email __email__ o a mi Cuenta de Facebook @7573,130820,@145537 ¡Hola Adrián! Puedes encontrar toda la información en el siguiente enlace: https://t.co/EFY7bT2XCb ^AD,Fri Nov 24 06:50:54 +0000 2017,Como Funciona? Me Puede Enviar El Enlace a Mi Email __email__ o a mi Cuenta de Facebook,¡Hola Adrián! Puedes encontrar toda la información en el siguiente enlace: ^AD,true,other_unclear,heuristic_ruleset
p006845,130834,145540,"@AmazonHelp @7507 @115850 @115821 till now there is no resolution its happening third time wid me in last 1 year, its terrible",130833,"@145540 I'm sorry, this was never intended. Please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI",Fri Nov 24 06:48:27 +0000 2017,"till now there is no resolution its happening third time wid me in last 1 year, its terrible","I'm sorry, this was never intended. Please fill this form: and we'll get back to you soon. ^SI",true,general_complaint,heuristic_ruleset
p006846,130836,145540,"@AmazonHelp @115850 @115821 @7507 Full of fake commitment of amazon, they do not respect there customer",130835,"@145540 I get your disappointment. Kindly reply to the email, we'll check this further. ^SG",Mon Nov 20 12:52:26 +0000 2017,"Full of fake commitment of amazon, they do not respect there customer","I get your disappointment. Kindly reply to the email, we'll check this further. ^SG",true,other_unclear,heuristic_ruleset
p006848,130842,145540,@AmazonHelp Call.me on 9971117099,130840,"@145540 As this is a social media platform, we can't view your account/order details. Hence, request you to please send the details from the link shared above or request a call back from the link here: https://t.co/TxK11znixD to assist further. ^HR",Mon Nov 13 07:38:25 +0000 2017,Call.me on 9971117099,"As this is a social media platform, we can't view your account/order details. Hence, request you to please send the details from the link shared above or request a call back from the link here: to assist further. ^HR",true,other_unclear,heuristic_ruleset
p006849,130846,145540,@AmazonHelp I already replied on it yesterday but till now there is no call and msg,130843,"@145540 We have checked if from our end, no correspondence sent. An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ and reply to it for further assistance. ^HR",Mon Nov 13 05:18:00 +0000 2017,I already replied on it yesterday but till now there is no call and msg,"We have checked if from our end, no correspondence sent. An email has already been sent with a reply. Kindly check it from the link shared here: and reply to it for further assistance. ^HR",true,other_unclear,heuristic_ruleset
p006850,130848,145540,"@AmazonHelp Is there any status of my product, it's now more than 72 hours",130847,@145540 Apologies for the stretch. Kindly reply to the correspondence sent by us and we'll get in touch with an update. Appreciate your understanding. ^AK,Mon Nov 13 04:29:54 +0000 2017,"Is there any status of my product, it's now more than 72 hours",Apologies for the stretch. Kindly reply to the correspondence sent by us and we'll get in touch with an update. Appreciate your understanding. ^AK,true,other_unclear,heuristic_ruleset
p006852,130852,145540,@AmazonHelp As discussed with ur executive it should be delivered at my other address on 13 nov,130851,"@145540 As mentioned earlier, our team is working on having this resolved as soon as possible. Appreciate your patience and understanding in this regard. ^JS",Sun Nov 12 11:40:27 +0000 2017,As discussed with ur executive it should be delivered at my other address on 13 nov,"As mentioned earlier, our team is working on having this resolved as soon as possible. Appreciate your patience and understanding in this regard. ^JS",true,order_status_delivery,heuristic_ruleset
p006853,130854,145540,@AmazonHelp What reply in that only false commitment u guys giving,130853,@145540 I get your concern. However our team is working on having this resolved as soon as possible. Appreciate your patience and understanding in this regard. ^EM,Sun Nov 12 04:00:33 +0000 2017,What reply in that only false commitment u guys giving,I get your concern. However our team is working on having this resolved as soon as possible. Appreciate your patience and understanding in this regard. ^EM,true,other_unclear,heuristic_ruleset
p006854,130856,145540,@AmazonHelp What the hell r u doing yesterday I HV alrdy shrd all details,130855,@145540 Our team has replied to over email. Please check here: https://t.co/z9TyrTwnbx ^RW,Sun Nov 12 03:08:31 +0000 2017,What the hell r u doing yesterday I HV alrdy shrd all details,Our team has replied to over email. Please check here: ^RW,true,other_unclear,heuristic_ruleset
p006855,130858,145540,@AmazonHelp Till now there's no resolution....still it is showing expected delivery 10 Nov,130857,@145540 I'm sorry for the stretch. Kindly respond to the correspondence received from our (social media) team so that we can assist you further. ^SS,Sun Nov 12 02:16:00 +0000 2017,Till now there's no resolution....still it is showing expected delivery 10 Nov,I'm sorry for the stretch. Kindly respond to the correspondence received from our (social media) team so that we can assist you further. ^SS,true,order_status_delivery,heuristic_ruleset
p006858,130866,145540,@AmazonHelp My office timing is till 6 us cc executive told me wait till 7 whch inhv dn,130865,"@145540 Sorry for the trouble, please share your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^KC",Fri Nov 10 14:36:53 +0000 2017,My office timing is till 6 us cc executive told me wait till 7 whch inhv dn,"Sorry for the trouble, please share your details here: and we’ll contact you soon. ^KC",true,other_unclear,heuristic_ruleset
p006860,130871,145541,@AmazonHelp Customer service said they cannot provide an email address for me. It is obvious that Amazon does not care to hear about the situation. We are extremely disappointed in how this was handled. This would have been a great opportunity for a two-year-old to get confidence,130870,@145541 I'm terribly sorry for the lack of support when you reached out to us. I'd like a member of our team to personally look into this. Please pass your order details to us here: https://t.co/G015dVIydQ ^RR,Fri Nov 24 06:47:28 +0000 2017,Customer service said they cannot provide an email address for me. It is obvious that Amazon does not care to hear about the situation. We are extremely disappointed in how this was handled. This would have been a great opportunity for a two-year-old to get confidence,I'm terribly sorry for the lack of support when you reached out to us. I'd like a member of our team to personally look into this. Please pass your order details to us here: ^RR,true,other_unclear,heuristic_ruleset
p006863,131657,145690,"amazonIN: Please check my conv. with your #Customerservice &amp; tell me 
1. How come 5-10 days from 17th Nov. constitute to 1st Dec.?
2. When an item takes max 2-3 days to reach me, why it takes 5-10 days to reach you?
Are you running some different maths h… https://t.co/MX1FrwhFpC",131656,"@145690 Also, please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",Fri Nov 24 07:42:51 +0000 2017,"amazonIN: Please check my conv. with your #Customerservice &amp; tell me 1. How come 5-10 days from 17th Nov. constitute to 1st Dec.? 2. When an item takes max 2-3 days to reach me, why it takes 5-10 days to reach you? Are you running some different maths h…","Also, please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",true,other_unclear,heuristic_ruleset
